ID,Thought,Distortion,Distortion_ID
144,"At times I really do feel like I’m going crazy and I also feel that I can’t really talk to anyone about this because they’ll either think I’m being attention seeking or overly dramatic, however I don’t think either of these things are true and I do generally feel like I’m totally lost with finding a solution to this problem.",Mind Reading,5
145,"I feel very overwhelmed when I go to do anything, so I just stay on the couch and do nothing. I feel very irritable when I do have to get up to do anything, and not being able to do anything has been with me since my depression started pretty much.",Overgeneralizing,2
146,"My friend died earlier 2011 of suicide; only a few months into the year as a matter of fact.This period after we stopped seeing one another at all is the Fall and Winter of 2010. I still tried to keep in touch via text, though today, I’m not sure whether those amounted too much more than “Can you hangout?” “Not this week, sorry.” “Ok.” which I’m frightened may be true, though part of me also wants to say that while some of the texts were like that, many many others were me striking up conversations and asking how her day or week was.",Personalizing,8
147,I feel so lost and incapable of doing anything at all.,Overgeneralizing,2
148,We grew close quickly and for some reason I just felt connected to her.,Emotional Reasoning,6
149,She knew I think and I believe she felt betrayed. I could tell because our sessions changed… She was in fact pushed away.,Mind Reading,5
150,"For the past 7 months I’ve been under extreme mounts of stress followed by a few panic attacks, that have left me so emotionally unstable that I feel that I’m teetering on edges of insanity. But since having these panic attacks and just hours on the internet and reading about mental illness it has left me scared that it maybe something more. I’m extremely scared I might be in the beginning stages of schizophrenia.",Overgeneralizing,2
151,I’m worried about disruption to our relationship and his attachment.,Fortune Telling,4
152,"And they are always all over my sister in laws belly, never once mine. They have literally cried over feeling her belly, never even touched mine once. No one ever asks how my baby is doing.",Disqualifying the Positive,9
153,"I’m trying to move to a region of the country where employment opportunities may be more varied, pertain to my career field, or pay more; however, my inability to work is making this goal nearly impossible to achieve. I simply cannot work.",Fortune Telling,4
154,they don’t exist to her but the moment she can talk about me she will bring up how she doesn’t see them etc,Catastrophizing,10
